Time,GantryValue,GantryRef,RingValue,RingRef
0.0,0.0,0.0,0.0,1e-06
0.029999971389770508,0.0,8.99998283387e-06,0.0,1e-06
0.04999995231628418,0.0,2.49999523163e-05,0.0,1e-06
0.06999993324279785,0.0,4.899990654e-05,0.0,1e-06
0.08999991416931152,0.0,8.09998455048e-05,0.0,1e-06
0.1099998950958252,0.0,0.000120999769211,0.0,1e-06
0.12999987602233887,0.0,0.000168999677658,0.0,1e-06
0.14999985694885254,0.0,0.000224999570847,0.0,1e-06
0.1699998378753662,0.0,0.000288999448777,0.0,1e-06
0.18999981880187988,0.0,0.000360999311447,0.0,1e-06
0.20999979972839355,0.0,0.00044099915886,0.0,1e-06
0.23000001907348633,0.0,0.000529000087738,0.0,1e-06
0.25,0.0,0.000625,0.0,1e-06
0.26999998092651367,0.0,0.000728999897003,0.0,1e-06
0.28999996185302734,0.0,0.000840999778748,0.0,1e-06
0.31999993324279785,0.0,0.000960999645233,0.0,1e-06
0.6599998474121094,0.0,0.00435599798584,0.0,1e-06
0.679999828338623,0.0,0.00462399766541,0.0,1e-06
0.7099997997283936,0.0,0.00504099715614,0.0,1e-06
0.7300000190734863,0.0,0.00532900027847,0.0,1e-06
0.75,0.0,0.005625,0.0,1e-06
0.7699999809265137,0.0,0.00592899970627,0.0,1e-06
0.7899999618530273,0.0,0.00624099939728,0.0,1e-06
0.809999942779541,0.0,0.00656099907303,0.0,1e-06
0.8299999237060547,0.0,0.00688899873352,0.0,1e-06
0.8499999046325684,0.0,0.00722499837875,0.0,1e-06
0.869999885559082,0.0,0.00756899800873,0.0,1e-06
0.8899998664855957,0.0,0.00792099762344,0.0,1e-06
0.9099998474121094,0.0,0.0082809972229,0.0,1e-06
0.929999828338623,0.0,0.0086489968071,0.0,1e-06
0.9499998092651367,0.0,0.00902499637604,0.0,1e-06
1.2899999618530273,0.0,0.0166409990158,0.0,1e-06
1.309999942779541,0.0,0.0171609985008,0.0,1e-06
1.3299999237060547,0.0,0.0176889979706,0.0,1e-06
1.3499999046325684,0.0,0.0182249974251,0.0,1e-06
1.369999885559082,0.0,0.0187689968643,0.0,1e-06
1.3899998664855957,0.0,0.0193209962883,0.0,1e-06
1.4099998474121094,0.0,0.019880995697,0.0,1e-06
1.429999828338623,0.0,0.0204489950905,0.0,1e-06
1.4499998092651367,0.0,0.0210249944687,0.0,1e-06
1.4699997901916504,0.0,0.0216089938316,0.0,1e-06
1.4900000095367432,0.0,0.0222010002842,0.0,1e-06
1.5099999904632568,0.0,0.022800999712,0.0,1e-06
1.5299999713897705,0.0,0.0234089991245,0.0,1e-06
1.559999942779541,0.0,0.0243359982147,0.0,1e-06
1.5799999237060547,0.0,0.0249639975891,0.0,1e-06
1.9099998474121094,0.0,0.0364809941711,0.0,1e-06
1.929999828338623,0.0,0.0372489933739,0.0,1e-06
1.9599997997283936,0.0,0.0380249925613,0.0,1e-06
1.9800000190734863,0.0,0.0392040007553,0.0,1e-06
2.0,0.0,0.04,0.0,1e-06
2.0199999809265137,0.0,0.0408039992294,0.0,1e-06
2.0399999618530273,0.0,0.0416159984436,0.0,1e-06
2.059999942779541,0.0,0.0424359976425,0.0,1e-06
2.0799999237060547,0.0,0.0432639968262,0.0,1e-06
2.0999999046325684,0.0,0.0440999959946,0.0,1e-06
2.119999885559082,0.0,0.0449439951477,0.0,1e-06
2.1399998664855957,0.0,0.0457959942856,0.0,1e-06
2.1599998474121094,0.0,0.0466559934082,0.0,1e-06
2.179999828338623,0.0,0.0475239925156,0.0,1e-06
2.1999998092651367,0.0,0.0483999916077,0.0,1e-06
2.2300000190734863,0.0,0.0497290008507,0.0,1e-06
2.25,0.0,0.050625,0.0,1e-06
2.2699999809265137,0.0,0.0515289991341,0.0,1e-06
2.2899999618530273,0.0,0.0524409982529,0.0,1e-06
2.309999942779541,0.0,0.0533609973564,0.0,1e-06
2.3299999237060547,0.0,0.0542889964447,0.0,1e-06
2.3499999046325684,0.0,0.0552249955177,0.0,1e-06
2.369999885559082,0.0,0.0561689945755,0.0,1e-06
2.3899998664855957,0.0,0.057120993618,0.0,1e-06
2.4099998474121094,0.0,0.0580809926453,0.0,1e-06
2.429999828338623,0.0,0.0590489916573,0.0,1e-06
2.4499998092651367,0.0,0.060024990654,0.0,1e-06
2.4699997901916504,0.0,0.0610089896355,0.0,1e-06
2.490000009536743,0.0,0.0620010004749,0.0,1e-06
2.509999990463257,0.0,0.0630009995213,0.0,1e-06
2.5399999618530273,0.0,0.0645159980621,0.0,1e-06
2.559999942779541,0.0,0.0655359970703,0.0,1e-06
2.5799999237060547,0.0,0.0665639960632,0.0,1e-06
2.5999999046325684,0.0,0.0675999950409,0.0,1e-06
2.619999885559082,0.0,0.0686439940033,0.0,1e-06
2.6399998664855957,0.0,0.0696959929504,0.0,1e-06
2.6599998474121094,0.0,0.0707559918823,0.0,1e-06
2.679999828338623,0.0,0.071823990799,0.0,1e-06
2.6999998092651367,0.0,0.0728999897003,0.0,1e-06
2.7199997901916504,0.0,0.0739839885864,0.0,1e-06
2.740000009536743,0.0,0.0750760005226,0.0,1e-06
2.759999990463257,0.0,0.0761759994736,0.0,1e-06
2.7799999713897705,0.0,0.0772839984093,0.0,1e-06
2.799999952316284,0.0,0.0783999973297,0.0,1e-06
2.819999933242798,0.0,0.0795239962349,0.0,1e-06
2.8499999046325684,0.0,0.0812249945641,0.0,1e-06
2.869999885559082,0.0,0.0823689934311,0.0,1e-06
2.8899998664855957,0.0,0.0835209922829,0.0,1e-06
2.9099998474121094,0.0,0.0846809911194,0.0,1e-06
2.929999828338623,0.0,0.0858489899406,0.0,1e-06
2.9499998092651367,0.0,0.0870249887466,0.0,1e-06
2.9699997901916504,0.0,0.0882089875374,0.0,1e-06
2.990000009536743,0.0,0.0894010005703,0.0,1e-06
3.009999990463257,0.0,0.0906009994259,0.0,1e-06
3.0299999713897705,0.0,0.0918089982662,0.0,1e-06
3.049999952316284,0.0,0.0930249970913,0.0,1e-06
3.069999933242798,0.0,0.0942489959011,0.0,1e-06
3.0899999141693115,0.0,0.0954809946957,0.0,1e-06
3.109999895095825,0.0,0.096720993475,0.0,1e-06
3.129999876022339,0.0,0.097968992239,0.0,1e-06
3.1599998474121094,0.0,0.0998559903564,0.0,1e-06
3.179999828338623,0.0,0.101123989082,0.0,1e-06
3.1999998092651367,0.0,0.102399987793,0.0,1e-06
3.2199997901916504,0.0,0.103683986488,0.0,1e-06
3.240000009536743,0.0,0.104976000618,0.0,1e-06
3.259999990463257,0.0,0.106275999378,0.0,1e-06
3.2799999713897705,0.0,0.107583998123,0.0,1e-06
3.299999952316284,0.0,0.108899996853,0.0,1e-06
3.319999933242798,0.0,0.110223995567,0.0,1e-06
3.3399999141693115,0.0,0.111555994267,0.0,1e-06
3.359999895095825,0.0,0.11289599295,0.0,1e-06
3.379999876022339,0.0,0.114243991619,0.0,1e-06
3.4099998474121094,0.0,0.115599990273,0.0,1e-06
3.429999828338623,0.0,0.117648988224,0.0,1e-06
3.4499998092651367,0.0,0.119024986839,0.0,1e-06
3.4699997901916504,0.0,0.120408985439,0.0,1e-06
3.490000009536743,0.0,0.121801000666,0.0,1e-06
3.509999990463257,0.0,0.123200999331,0.0,1e-06
3.5299999713897705,0.0,0.12460899798,0.0,1e-06
3.549999952316284,0.0,0.126024996614,0.0,1e-06
3.569999933242798,0.0,0.127448995234,0.0,1e-06
3.5899999141693115,0.0,0.128880993837,0.0,1e-06
3.609999895095825,0.0,0.130320992426,0.0,1e-06
3.6399998664855957,0.0,0.131768990999,0.0,1e-06
